host_response_time,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,review_score_mean,review_tier
within an hour,True,True,Aguilas,Private room in bed and breakfast,Private room,2,1.0,1.0,2.0,38.0,2,1125,2.0,1125.0,9,23,51,15,15,3,4.53,4.73,4.67,4.73,4.6,4.4,4.61,Alta (4.5–4.8]
within an hour,True,True,Guindalera,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,101.0,1,365,3.9,365.0,2,9,22,27,18,0,4.89,4.85,4.81,4.89,4.85,4.7,4.831666666666666,Excelente (>4.8)
within a few hours,True,True,Palos de Moguer,Entire rental unit,Entire home/apt,4,0.0,0.0,2.0,147.0,3,335,3.0,335.0,4,15,30,15,12,0,4.73,4.73,4.93,4.73,4.87,4.73,4.786666666666667,Alta (4.5–4.8]
within an hour,True,True,Embajadores,Entire rental unit,Entire home/apt,8,1.0,3.0,4.0,140.0,2,365,38.4,365.0,0,0,0,22,13,0,5.0,4.95,4.77,4.95,4.73,4.77,4.861666666666666,Excelente (>4.8)
within an hour,True,True,Bellas Vistas,Entire rental unit,Entire home/apt,4,3.0,2.0,1.0,190.0,1,365,27.1,999.0,0,6,15,18,10,0,4.83,4.56,4.5,4.06,4.56,4.17,4.446666666666666,Media (4.0–4.5]
within an hour,True,True,Bellas Vistas,Entire rental unit,Entire home/apt,4,3.0,2.0,2.0,177.0,1,365,27.5,999.0,1,2,17,22,15,0,4.82,4.95,4.68,4.45,4.73,4.59,4.703333333333333,Alta (4.5–4.8]
within an hour,True,True,Universidad,Entire rental unit,Entire home/apt,2,1.5,1.0,1.0,140.0,3,730,3.0,730.0,4,30,60,22,11,0,4.82,4.91,4.86,5.0,5.0,4.64,4.871666666666667,Excelente (>4.8)
within an hour,True,True,Palacio,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,120.0,2,365,7.6,365.0,10,28,58,83,56,1,4.67,4.73,4.85,4.87,5.0,4.66,4.796666666666667,Alta (4.5–4.8]
within a few hours,True,True,Aluche,Private room in rental unit,Private room,4,1.0,1.0,2.0,38.0,1,1125,1.1,1125.0,10,23,53,33,33,1,4.97,4.75,4.88,5.0,4.78,4.78,4.86,Excelente (>4.8)
within an hour,True,True,Puerta del Angel,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,56.0,32,330,32.0,330.0,0,11,41,5,3,1,4.6,4.2,4.6,5.0,4.6,4.2,4.533333333333333,Alta (4.5–4.8]
within an hour,True,True,Argüelles,Entire rental unit,Entire home/apt,1,1.0,1.0,1.0,54.0,100,365,107.3,365.0,0,0,0,6,5,1,4.83,4.83,4.83,5.0,5.0,4.83,4.886666666666667,Excelente (>4.8)
within an hour,True,True,Bellas Vistas,Entire rental unit,Entire home/apt,2,2.0,1.0,1.0,216.0,1,365,28.0,999.0,3,3,3,2,1,0,5.0,5.0,4.0,4.5,4.0,4.5,4.5,Media (4.0–4.5]
within an hour,True,True,Bellas Vistas,Entire rental unit,Entire home/apt,2,2.0,1.0,1.0,216.0,1,365,28.0,999.0,0,0,13,4,2,0,4.75,5.0,4.5,4.5,4.0,5.0,4.625,Alta (4.5–4.8]
within an hour,True,True,Bellas Vistas,Entire serviced apartment,Entire home/apt,4,2.0,2.0,3.0,255.0,1,365,28.0,999.0,0,4,19,26,18,0,4.69,4.73,4.62,4.42,4.5,4.5,4.576666666666667,Alta (4.5–4.8]
within an hour,True,True,Castilla,Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,211.0,1,365,8.9,365.0,9,32,46,32,24,3,4.91,5.0,4.59,4.72,4.84,4.75,4.801666666666667,Excelente (>4.8)
within an hour,True,True,Embajadores,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,265.0,1,365,5.1,365.0,5,20,38,59,36,1,4.88,4.92,4.76,4.92,4.8,4.85,4.855,Excelente (>4.8)
within a day,True,True,Almendrales,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,88.0,90,365,90.0,365.0,29,59,89,4,0,0,3.5,3.25,3.25,3.25,3.0,3.0,3.2083333333333335,Baja (≤4.0)
within an hour,True,True,Prosperidad,Entire rental unit,Entire home/apt,5,2.0,2.0,3.0,196.0,2,365,4.6,365.0,10,35,65,31,26,3,4.87,4.9,4.84,4.84,4.81,4.74,4.833333333333333,Excelente (>4.8)
within an hour,True,True,Prosperidad,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,133.0,2,365,4.6,365.0,2,11,41,24,22,2,4.96,4.88,4.96,4.83,4.88,4.92,4.905,Excelente (>4.8)
within an hour,True,True,Prosperidad,Entire rental unit,Entire home/apt,5,2.0,2.0,3.0,208.0,2,365,4.6,365.0,12,42,72,28,23,2,4.86,4.86,4.79,4.89,4.75,4.61,4.793333333333334,Alta (4.5–4.8]
within an hour,True,True,Prosperidad,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,133.0,2,365,4.6,365.0,15,45,75,23,18,2,4.83,4.83,4.78,4.78,4.91,4.65,4.796666666666667,Alta (4.5–4.8]
within an hour,True,True,Justicia,Entire rental unit,Entire home/apt,4,1.0,1.0,3.0,98.0,3,1125,2.0,1125.0,1,12,32,71,61,2,4.79,4.83,4.86,4.85,4.66,4.69,4.78,Alta (4.5–4.8]
within an hour,True,True,Prosperidad,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,119.0,2,365,4.6,365.0,4,34,64,19,16,2,4.84,4.89,4.84,4.89,4.63,4.58,4.778333333333333,Alta (4.5–4.8]
within an hour,True,True,Prosperidad,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,128.0,2,365,4.6,365.0,15,39,69,27,24,3,4.67,4.74,4.56,4.59,4.63,4.48,4.611666666666666,Alta (4.5–4.8]
within an hour,True,True,Prosperidad,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,130.0,2,365,4.6,365.0,5,35,65,31,24,4,4.97,4.97,4.81,4.94,4.81,4.84,4.89,Excelente (>4.8)
within an hour,True,True,Prosperidad,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,125.0,2,365,4.6,365.0,8,38,68,45,34,2,4.91,4.87,4.87,4.93,4.76,4.69,4.838333333333334,Excelente (>4.8)
within an hour,True,True,Prosperidad,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,125.0,2,365,4.6,365.0,3,33,63,29,20,3,4.76,4.69,4.76,4.79,4.76,4.55,4.718333333333333,Alta (4.5–4.8]
within an hour,True,True,Prosperidad,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,136.0,2,365,4.6,365.0,6,31,61,35,26,3,4.94,4.91,4.77,4.91,4.8,4.69,4.836666666666667,Excelente (>4.8)
within an hour,True,True,Prosperidad,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,128.0,2,365,4.5,365.0,13,17,42,31,21,1,4.94,4.87,4.71,4.87,4.48,4.68,4.758333333333334,Alta (4.5–4.8]
within an hour,True,True,Prosperidad,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,138.0,2,365,4.6,365.0,20,50,80,15,11,2,4.8,4.73,4.8,4.87,4.67,4.67,4.756666666666668,Alta (4.5–4.8]
within a few hours,True,True,Ibiza,Private room in condo,Private room,1,1.0,1.0,0.0,64.0,3,365,2.7,365.0,4,6,18,55,37,0,4.87,4.95,5.0,4.96,4.96,4.93,4.945,Excelente (>4.8)
within an hour,True,True,Prosperidad,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,132.0,2,365,4.6,365.0,12,42,72,35,23,1,4.8,4.8,4.77,4.89,4.71,4.77,4.79,Alta (4.5–4.8]
within an hour,True,True,Prosperidad,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,123.0,2,365,4.5,365.0,14,44,74,21,18,1,4.95,4.9,4.67,4.95,4.62,4.62,4.785000000000001,Alta (4.5–4.8]
within an hour,True,True,Prosperidad,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,133.0,2,365,4.6,365.0,18,48,78,39,31,4,4.9,4.85,4.79,4.95,4.77,4.74,4.833333333333333,Excelente (>4.8)
within an hour,True,True,Prosperidad,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,123.0,2,365,4.6,365.0,15,45,75,13,11,1,4.69,5.0,4.62,4.62,4.46,4.54,4.655,Alta (4.5–4.8]
within an hour,True,True,Comillas,Private room in rental unit,Private room,1,0.5,1.0,1.0,33.0,1,1125,1.0,1125.0,0,0,0,30,10,0,4.73,4.57,4.67,4.97,4.57,4.67,4.696666666666666,Alta (4.5–4.8]
within an hour,True,True,Prosperidad,Entire rental unit,Entire home/apt,5,2.0,2.0,3.0,220.0,2,365,4.6,365.0,13,43,73,19,14,1,4.95,4.95,4.74,4.79,4.68,4.53,4.773333333333333,Alta (4.5–4.8]
within an hour,True,True,Prosperidad,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,128.0,2,365,4.6,365.0,18,48,78,27,23,2,4.7,4.93,4.93,4.74,4.78,4.7,4.796666666666666,Alta (4.5–4.8]
within an hour,True,True,Prosperidad,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,130.0,2,365,4.6,365.0,13,43,73,15,15,0,4.67,4.93,4.87,4.73,4.8,4.73,4.788333333333333,Alta (4.5–4.8]
within an hour,True,True,Prosperidad,Entire rental unit,Entire home/apt,5,2.0,2.0,3.0,189.0,2,365,4.6,365.0,5,27,57,25,20,0,4.92,4.76,4.6,4.76,4.68,4.68,4.733333333333333,Alta (4.5–4.8]
within an hour,True,True,Prosperidad,Entire rental unit,Entire home/apt,5,2.0,2.0,3.0,198.0,2,365,4.6,365.0,14,44,74,18,13,1,4.83,4.94,4.56,4.72,4.67,4.56,4.713333333333333,Alta (4.5–4.8]
within an hour,True,True,Pacífico,Private room in rental unit,Private room,2,1.0,1.0,1.0,50.0,15,365,15.0,365.0,13,43,73,34,0,0,4.68,4.79,4.88,4.97,4.97,4.62,4.8183333333333325,Excelente (>4.8)
within an hour,True,True,San Isidro,Private room in rental unit,Private room,2,1.0,1.0,1.0,54.0,1,10,1.0,10.0,11,33,63,31,20,0,4.87,4.94,4.87,5.0,4.16,4.65,4.748333333333334,Alta (4.5–4.8]
within an hour,True,True,Palacio,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,129.0,1,365,2.8,365.0,14,16,16,35,26,3,4.74,4.66,4.71,4.71,4.94,4.49,4.708333333333333,Alta (4.5–4.8]
within a few hours,True,True,San Diego,Entire rental unit,Entire home/apt,4,1.0,3.0,3.0,102.0,1,365,1.0,365.0,12,28,28,81,64,2,4.67,4.65,4.62,4.67,4.09,4.44,4.523333333333333,Alta (4.5–4.8]
within an hour,True,True,Delicias,Entire rental unit,Entire home/apt,5,1.0,2.0,3.0,98.0,2,365,2.0,365.0,0,7,22,58,42,1,4.83,4.71,4.95,4.93,4.84,4.66,4.819999999999999,Excelente (>4.8)
within an hour,True,True,Embajadores,Entire rental unit,Entire home/apt,6,2.0,3.0,3.0,190.0,3,365,3.0,365.0,0,3,8,30,23,1,4.7,4.67,4.83,4.77,4.17,4.43,4.595,Alta (4.5–4.8]
within a few hours,True,True,Valdeacederas,Entire rental unit,Entire home/apt,2,1.0,1.0,0.0,82.0,7,365,7.0,365.0,30,60,90,2,0,0,4.5,4.0,4.0,3.5,4.0,4.0,4.0,Baja (≤4.0)
within a few hours,True,True,Valdefuentes,Private room in rental unit,Private room,2,1.0,1.0,1.0,141.0,1,3,1.0,3.0,13,43,73,1,1,0,4.0,4.0,4.0,4.0,3.0,3.0,3.6666666666666665,Baja (≤4.0)
within an hour,True,True,Costillares,Entire rental unit,Entire home/apt,3,1.0,1.0,0.0,104.0,5,365,5.0,365.0,0,0,0,8,8,0,4.75,4.63,4.88,4.75,4.75,4.75,4.751666666666666,Alta (4.5–4.8]
within an hour,True,True,Palacio,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,90.0,1,6,2.0,1125.0,0,4,17,70,69,4,4.89,4.93,4.91,4.99,4.91,4.81,4.906666666666666,Excelente (>4.8)
within an hour,True,True,Palacio,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,132.0,3,20,3.0,20.0,3,12,40,46,38,2,4.76,4.7,4.74,4.85,4.87,4.63,4.758333333333334,Alta (4.5–4.8]
within a few hours,True,True,Palos de Moguer,Private room in rental unit,Private room,2,1.0,1.0,0.0,62.0,1,5,1.0,5.0,23,41,71,56,41,1,4.64,4.54,4.75,4.84,4.86,4.36,4.665,Alta (4.5–4.8]
within a few hours,True,True,Justicia,Private room in rental unit,Private room,2,1.0,1.0,1.0,76.0,1,365,1.0,365.0,13,31,59,77,67,7,4.81,4.64,4.74,4.82,4.94,4.58,4.755,Alta (4.5–4.8]
within a day,True,True,Vallehermoso,Entire loft,Entire home/apt,4,1.0,1.0,1.0,128.0,2,15,2.0,15.0,2,16,27,26,26,0,4.88,4.92,4.92,4.88,4.92,4.73,4.875000000000001,Excelente (>4.8)
within a few hours,True,True,Almenara,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,88.0,7,365,7.0,365.0,15,45,75,3,3,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Excelente (>4.8)
a few days or more,True,True,Almenara,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,88.0,7,365,7.0,365.0,30,60,90,1,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Baja (≤4.0)
within an hour,True,True,Trafalgar,Entire rental unit,Entire home/apt,3,1.0,0.0,2.0,104.0,3,365,4.1,365.0,14,44,74,41,32,2,4.54,4.56,4.78,4.78,4.76,4.15,4.595,Alta (4.5–4.8]
within a few hours,True,True,Justicia,Entire rental unit,Entire home/apt,4,2.0,1.0,1.0,216.0,3,365,3.0,365.0,10,31,58,34,30,1,4.91,4.76,4.91,4.71,4.85,4.59,4.788333333333333,Alta (4.5–4.8]
within an hour,True,True,Embajadores,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,93.0,3,365,3.0,365.0,0,0,12,2,1,0,4.5,5.0,4.5,3.5,5.0,5.0,4.583333333333333,Alta (4.5–4.8]
within a day,True,True,Apostol Santiago,Private room in rental unit,Private room,1,1.0,1.0,1.0,35.0,1,1125,1.0,1125.0,0,0,0,3,0,0,4.0,4.0,4.67,4.67,4.0,3.67,4.168333333333333,Media (4.0–4.5]
within an hour,True,True,Embajadores,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,93.0,3,365,3.0,365.0,0,0,22,3,1,0,4.0,4.0,4.0,4.0,5.0,3.67,4.111666666666667,Media (4.0–4.5]
within an hour,True,True,Embajadores,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,93.0,3,365,3.0,365.0,0,0,22,3,2,0,4.33,5.0,3.67,5.0,5.0,4.33,4.555,Alta (4.5–4.8]
within an hour,True,True,Embajadores,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,89.0,3,365,3.0,365.0,0,0,0,3,1,0,4.33,4.67,5.0,5.0,5.0,4.67,4.778333333333333,Alta (4.5–4.8]
within a few hours,True,True,Puerta del Angel,Private room in rental unit,Private room,2,0.5,1.0,1.0,42.0,1,1125,1.0,1125.0,12,33,56,62,44,3,4.85,4.69,4.82,4.85,4.43,4.69,4.721666666666667,Alta (4.5–4.8]
within an hour,True,True,Embajadores,Entire rental unit,Entire home/apt,1,1.0,1.0,1.0,80.0,7,365,7.0,365.0,0,0,22,2,2,0,3.0,5.0,5.0,4.0,3.0,2.5,3.75,Baja (≤4.0)
within an hour,True,True,Embajadores,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,92.0,3,365,3.0,365.0,0,0,19,3,3,0,4.67,4.67,4.67,4.0,4.0,3.33,4.223333333333333,Media (4.0–4.5]
within an hour,True,True,Embajadores,Entire rental unit,Entire home/apt,2,1.0,1.0,0.0,113.0,3,365,3.0,1125.0,4,16,40,5,1,0,3.4,3.8,4.2,4.0,3.8,3.0,3.6999999999999997,Baja (≤4.0)
within an hour,True,True,Embajadores,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,83.0,2,365,2.1,365.0,4,7,28,17,10,0,4.76,5.0,5.0,5.0,4.82,4.47,4.841666666666666,Excelente (>4.8)
within an hour,True,True,Pacífico,Private room in rental unit,Private room,2,1.0,1.0,1.0,60.0,1,365,1.0,365.0,12,12,12,30,10,6,4.69,4.59,4.86,4.97,4.9,4.66,4.778333333333333,Alta (4.5–4.8]
within an hour,True,True,Ibiza,Entire rental unit,Entire home/apt,2,1.0,2.0,0.0,72.0,3,365,3.0,365.0,1,13,22,54,38,4,4.78,4.7,4.78,4.78,4.87,4.7,4.7683333333333335,Alta (4.5–4.8]
within an hour,True,False,Pueblo Nuevo,Private room in rental unit,Private room,2,1.0,1.0,1.0,31.0,1,365,1.0,365.0,4,4,4,40,33,1,4.68,4.78,4.6,4.53,4.43,4.5,4.586666666666667,Alta (4.5–4.8]
a few days or more,True,True,San Diego,Private room in home,Private room,3,1.5,2.0,2.0,60.0,2,365,2.0,365.0,11,23,47,80,62,1,4.86,4.64,4.88,4.9,4.3,4.81,4.7316666666666665,Alta (4.5–4.8]
within a few hours,True,True,Abrantes,Private room in rental unit,Private room,2,1.0,1.0,1.0,36.0,1,365,1.0,365.0,11,35,59,78,59,2,4.86,4.92,4.83,4.91,4.63,4.83,4.830000000000001,Excelente (>4.8)
within an hour,True,True,Imperial,Entire condo,Entire home/apt,3,1.0,1.0,2.0,99.0,2,120,2.4,120.0,5,21,51,33,26,2,4.73,4.97,4.79,4.91,4.85,4.64,4.815,Excelente (>4.8)
within an hour,True,True,Guindalera,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,69.0,2,365,2.0,365.0,4,32,60,9,7,0,4.78,4.67,4.78,4.89,4.67,4.22,4.668333333333333,Alta (4.5–4.8]
within a few hours,True,True,Opañel,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,64.0,15,365,15.0,365.0,0,0,0,2,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Excelente (>4.8)
within an hour,True,True,Arapiles,Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,131.0,3,365,3.0,365.0,0,5,6,40,33,1,4.58,4.85,4.8,4.78,4.9,4.33,4.706666666666667,Alta (4.5–4.8]
within an hour,True,True,Prosperidad,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,120.0,1,1125,1.9,173.8,5,17,38,65,48,1,4.77,4.83,4.85,4.85,4.58,4.68,4.759999999999999,Alta (4.5–4.8]
within a few hours,True,False,Embajadores,Private room in rental unit,Private room,1,1.0,1.0,1.0,32.0,2,30,2.0,30.0,5,15,15,20,15,2,4.58,4.21,4.74,4.68,4.74,4.53,4.580000000000001,Alta (4.5–4.8]
within an hour,True,True,Cortes,Entire rental unit,Entire home/apt,6,2.0,2.0,4.0,218.0,1,1125,28.8,1125.0,2,28,58,22,15,1,4.73,4.59,4.18,4.27,4.73,4.23,4.455,Media (4.0–4.5]
within an hour,True,True,Universidad,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,108.0,3,365,6.4,365.0,6,32,62,71,59,2,4.46,4.63,4.82,4.89,4.82,4.39,4.668333333333334,Alta (4.5–4.8]
within an hour,True,True,Embajadores,Private room in rental unit,Private room,2,1.0,1.0,0.0,53.0,1,365,1.0,1125.0,8,32,62,22,6,0,4.36,4.32,4.64,4.77,4.73,4.32,4.523333333333333,Alta (4.5–4.8]
within an hour,True,True,Portazgo,Private room in rental unit,Private room,1,1.0,1.0,1.0,20.0,1,60,1.0,1125.0,0,0,13,88,78,1,4.8,4.76,4.78,4.85,4.63,4.69,4.751666666666666,Alta (4.5–4.8]
within a day,True,True,Casa de Campo,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,98.0,30,365,30.0,365.0,10,40,70,2,1,0,5.0,5.0,5.0,5.0,5.0,4.5,4.916666666666667,Excelente (>4.8)
within an hour,True,True,Ventas,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,81.0,2,365,2.0,365.0,5,19,49,36,21,0,4.58,4.64,4.81,4.56,4.25,4.28,4.52,Alta (4.5–4.8]
within an hour,True,True,Bellas Vistas,Entire rental unit,Entire home/apt,8,3.0,3.0,4.0,197.0,1,1125,2.9,1125.0,6,24,51,30,24,3,4.7,4.73,4.4,4.57,4.2,4.27,4.478333333333333,Media (4.0–4.5]
within an hour,True,True,Universidad,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,109.0,20,330,20.0,330.0,4,16,29,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Excelente (>4.8)
within an hour,True,True,Justicia,Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,266.0,1,365,6.6,365.0,7,18,32,29,11,0,4.79,4.79,4.79,4.79,4.76,4.55,4.745,Alta (4.5–4.8]
within a few hours,True,True,Argüelles,Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,101.0,3,90,43.9,90.0,1,12,40,13,9,1,4.92,4.92,4.92,4.92,4.85,4.77,4.883333333333334,Excelente (>4.8)
within an hour,True,True,Castellana,Entire rental unit,Entire home/apt,3,1.0,0.0,2.0,84.0,2,364,2.4,364.0,6,35,65,12,11,2,4.67,4.58,4.67,4.75,4.83,4.58,4.68,Alta (4.5–4.8]
within an hour,True,True,Universidad,Entire rental unit,Entire home/apt,2,1.0,0.0,0.0,82.0,28,365,26.6,365.0,3,7,7,1,0,0,2.0,5.0,5.0,5.0,5.0,1.0,3.8333333333333335,Baja (≤4.0)
within an hour,True,True,Casco Histórico de Vallecas,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,135.0,1,365,1.0,30.0,18,48,78,19,5,0,4.79,4.68,4.63,4.63,4.37,4.42,4.586666666666666,Alta (4.5–4.8]
within an hour,True,True,Palacio,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,106.0,1,365,5.1,365.0,4,14,26,39,23,3,4.85,4.87,4.72,4.92,5.0,4.82,4.863333333333333,Excelente (>4.8)
within an hour,True,True,Chopera,Entire rental unit,Entire home/apt,4,1.5,2.0,3.0,124.0,1,365,4.7,365.0,13,38,68,27,18,1,4.81,4.78,4.89,4.93,4.52,4.48,4.735,Alta (4.5–4.8]
within an hour,True,True,Palacio,Room in hotel,Private room,2,1.0,1.0,1.0,333.0,1,365,1.0,509.5,30,60,90,3,3,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Excelente (>4.8)
within a day,True,True,Palacio,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,84.0,90,365,90.0,365.0,30,60,90,3,0,0,4.33,4.33,3.67,4.67,4.67,4.0,4.278333333333333,Media (4.0–4.5]
within an hour,True,True,Goya,Room in hotel,Private room,2,1.0,1.0,1.0,329.0,1,365,1.0,511.4,29,59,89,5,5,0,4.8,4.8,4.8,4.8,4.8,4.8,4.8,Alta (4.5–4.8]
within an hour,True,True,Universidad,Room in hotel,Private room,2,1.0,1.0,1.0,302.0,1,365,1.0,513.4,30,60,90,4,3,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Excelente (>4.8)
within an hour,True,True,Vallehermoso,Private room in rental unit,Private room,2,1.0,1.0,1.0,42.0,1,365,1.0,365.0,1,10,10,1,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Excelente (>4.8)
within a few hours,True,True,Trafalgar,Private room in rental unit,Private room,2,1.0,1.0,1.0,81.0,2,365,2.0,365.0,5,25,51,16,12,1,4.94,5.0,4.88,5.0,4.94,4.81,4.928333333333334,Excelente (>4.8)
within an hour,True,True,Valdeacederas,Private room in rental unit,Private room,1,1.0,1.0,1.0,53.0,1,730,1.0,730.0,12,32,60,72,39,4,4.69,4.77,4.76,4.87,4.73,4.62,4.74,Alta (4.5–4.8]
within an hour,True,True,Universidad,Entire rental unit,Entire home/apt,4,1.0,3.0,5.0,349.0,9,36,7.5,36.0,25,51,79,8,8,3,4.38,4.88,4.5,4.5,5.0,4.63,4.6483333333333325,Alta (4.5–4.8]
within an hour,True,True,Palacio,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,98.0,3,365,3.0,365.0,0,0,19,3,2,0,4.33,4.67,5.0,4.67,5.0,5.0,4.778333333333333,Alta (4.5–4.8]
within a few hours,True,True,Bellas Vistas,Private room in home,Private room,2,1.0,1.0,1.0,58.0,1,365,1.0,365.0,14,37,64,35,30,0,4.94,4.91,4.97,4.94,4.77,4.8,4.888333333333334,Excelente (>4.8)
within an hour,True,True,Embajadores,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,139.0,3,365,3.1,365.0,7,16,37,81,64,2,4.89,4.9,4.81,4.96,4.73,4.62,4.818333333333333,Excelente (>4.8)
within an hour,True,True,Cortes,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,122.0,2,365,2.0,365.0,2,9,18,79,57,4,4.72,4.58,4.87,4.62,4.9,4.47,4.693333333333334,Alta (4.5–4.8]
within an hour,True,True,Nueva España,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,171.0,1,1125,22.5,1125.0,17,47,77,8,6,0,5.0,5.0,5.0,4.75,5.0,5.0,4.958333333333333,Excelente (>4.8)
within an hour,True,True,Nueva España,Entire rental unit,Entire home/apt,4,2.0,2.0,3.0,137.0,1,1125,27.5,1125.0,0,30,60,12,9,1,4.42,3.92,4.58,4.5,4.75,4.33,4.416666666666667,Media (4.0–4.5]
within an hour,True,True,Nueva España,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,121.0,1,1125,22.5,1125.0,0,0,0,8,7,1,4.75,4.88,4.63,4.13,4.5,4.25,4.5233333333333325,Alta (4.5–4.8]
a few days or more,True,True,Vista Alegre,Shared room in rental unit,Shared room,1,1.0,1.0,0.0,15.0,3,365,4.0,365.0,11,41,71,13,11,0,4.85,4.69,4.92,4.92,4.85,4.92,4.858333333333333,Excelente (>4.8)
within a few hours,True,True,San Isidro,Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,115.0,2,365,2.0,365.0,7,26,56,45,40,0,4.89,4.82,4.96,4.89,4.62,4.8,4.830000000000001,Excelente (>4.8)
within an hour,True,True,Palacio,Entire rental unit,Entire home/apt,3,1.0,1.0,0.0,99.0,5,365,5.0,365.0,5,17,36,49,37,2,4.8,4.65,4.86,4.9,4.94,4.69,4.8066666666666675,Excelente (>4.8)
within an hour,True,True,Opañel,Private room in rental unit,Private room,1,1.0,1.0,1.0,30.0,1,1125,1.0,1125.0,4,34,64,22,8,3,4.86,4.55,4.77,4.91,4.64,4.68,4.735,Alta (4.5–4.8]
within an hour,True,True,Ciudad Universitaria,Entire rental unit,Entire home/apt,4,1.0,1.0,0.0,114.0,2,365,4.3,365.0,3,3,3,63,49,2,4.9,4.73,4.71,4.92,4.75,4.56,4.761666666666666,Alta (4.5–4.8]
within an hour,True,True,Cuatro Caminos,Entire rental unit,Entire home/apt,8,2.0,3.0,4.0,162.0,1,1125,2.9,1125.0,8,23,50,43,29,1,4.72,4.6,4.42,4.7,4.28,4.53,4.541666666666667,Alta (4.5–4.8]
within an hour,True,True,Guindalera,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,141.0,1,365,6.6,365.0,11,28,30,20,11,1,4.9,4.7,4.65,4.95,4.8,4.7,4.783333333333334,Alta (4.5–4.8]
within an hour,True,True,Embajadores,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,107.0,1,365,3.6,365.0,9,39,69,64,57,3,4.56,4.7,4.77,4.81,4.2,4.3,4.556666666666667,Alta (4.5–4.8]
