host_response_time,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,review_score_mean,review_tier
within an hour,True,True,Universidad,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,268.0,4,365,3.8,365.0,11,36,66,543,58,4,4.84,4.92,4.91,4.93,4.87,4.71,4.863333333333334,Excelente (>4.8)
within a day,True,True,Embajadores,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,85.0,10,300,10.0,300.0,0,0,3,86,8,0,4.57,4.49,4.8,4.69,4.65,4.5,4.616666666666667,Alta (4.5–4.8]
within an hour,True,True,Sol,Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,218.0,2,200,2.0,1125.0,1,11,26,572,71,3,4.71,4.71,4.8,4.75,4.9,4.6,4.745,Alta (4.5–4.8]
within an hour,True,True,Sol,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,103.0,2,300,2.0,1125.0,3,12,27,577,66,3,4.74,4.66,4.78,4.74,4.91,4.62,4.741666666666667,Alta (4.5–4.8]
within an hour,True,True,Palacio,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,200.0,2,65,2.0,1125.0,4,14,31,512,50,3,4.68,4.69,4.76,4.71,4.92,4.62,4.7299999999999995,Alta (4.5–4.8]
within a few hours,True,True,Palomeras Sureste,Private room in rental unit,Private room,2,1.0,1.0,2.0,26.0,1,1125,1.0,1125.0,3,11,25,282,107,3,4.89,4.91,4.86,4.81,4.74,4.89,4.8500000000000005,Excelente (>4.8)
within a few hours,True,True,Universidad,Entire condo,Entire home/apt,4,1.0,2.0,2.0,225.0,5,90,5.0,90.0,6,16,46,206,20,3,4.96,4.93,4.96,5.0,4.94,4.88,4.945,Excelente (>4.8)
within an hour,True,True,Sol,Private room in rental unit,Private room,2,1.0,1.0,1.0,68.0,1,1125,1.1,1125.0,1,15,42,764,98,9,4.73,4.68,4.8,4.83,4.91,4.68,4.7716666666666665,Alta (4.5–4.8]
within an hour,True,True,Universidad,Entire loft,Entire home/apt,5,1.0,2.0,3.0,94.0,1,365,9.5,365.0,0,0,0,234,6,0,4.66,4.81,4.86,4.93,4.92,4.54,4.786666666666666,Alta (4.5–4.8]
within an hour,True,False,Cortes,Entire rental unit,Entire home/apt,4,0.0,1.0,2.0,122.0,1,365,4.3,999.0,0,8,34,634,51,5,4.82,4.84,4.81,4.9,4.89,4.69,4.825,Excelente (>4.8)
within an hour,True,False,Recoletos,Entire rental unit,Entire home/apt,4,2.0,2.0,4.0,278.0,5,1125,7.0,999.0,15,31,58,36,6,0,4.89,4.72,4.77,4.78,5.0,4.69,4.808333333333334,Excelente (>4.8)
within an hour,True,True,Universidad,Entire rental unit,Entire home/apt,4,1.0,1.0,0.0,201.0,1,1125,16.7,1125.0,0,6,6,289,14,3,4.75,4.58,4.73,4.79,4.9,4.55,4.716666666666667,Alta (4.5–4.8]
within a day,True,True,Universidad,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,73.0,7,60,7.0,60.0,0,6,23,284,0,0,4.94,4.8,4.91,4.94,4.87,4.8,4.876666666666667,Excelente (>4.8)
within a few hours,True,True,Embajadores,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,97.0,4,365,4.0,365.0,0,0,0,25,2,0,4.58,4.52,4.38,4.38,4.71,4.08,4.441666666666666,Media (4.0–4.5]
within an hour,True,True,Numancia,Private room in rental unit,Private room,2,1.0,1.0,1.0,32.0,6,120,6.0,1125.0,0,0,23,95,20,0,4.85,4.76,4.91,4.91,4.59,4.83,4.808333333333334,Excelente (>4.8)
within a few hours,True,True,Embajadores,Entire rental unit,Entire home/apt,5,1.0,2.0,4.0,136.0,2,1125,2.0,1125.0,4,15,36,389,45,0,4.92,4.82,4.89,4.89,4.79,4.85,4.859999999999999,Excelente (>4.8)
a few days or more,True,True,Arapiles,Private room in rental unit,Private room,2,2.0,1.0,1.0,47.0,2,1125,2.0,1125.0,0,0,0,36,1,0,4.86,4.86,4.89,4.86,4.94,4.75,4.86,Excelente (>4.8)
within an hour,True,True,Universidad,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,198.0,1,1125,1.5,1125.0,13,36,64,558,3,0,4.39,4.51,4.56,4.68,4.81,4.26,4.534999999999999,Alta (4.5–4.8]
within a few hours,True,True,Almenara,Entire home,Entire home/apt,4,2.0,2.0,2.0,120.0,1,27,1.0,27.0,0,0,0,74,4,0,4.51,4.55,4.69,4.68,4.64,4.36,4.571666666666666,Alta (4.5–4.8]
within a few hours,True,True,Cortes,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,130.0,2,90,2.0,90.0,6,26,52,357,43,1,4.5,4.68,4.81,4.88,4.96,4.54,4.728333333333333,Alta (4.5–4.8]
within an hour,True,True,Embajadores,Private room in rental unit,Private room,2,1.0,1.0,2.0,80.0,30,330,30.0,1125.0,24,26,26,122,20,1,4.93,4.93,4.93,4.98,4.9,4.87,4.923333333333334,Excelente (>4.8)
within a day,True,True,Justicia,Private room in rental unit,Private room,1,1.0,1.0,1.0,44.0,60,1125,60.0,1125.0,28,58,88,31,0,0,4.81,4.9,4.84,4.97,4.9,4.81,4.871666666666667,Excelente (>4.8)
within an hour,True,True,Palacio,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,134.0,20,45,19.8,45.0,1,20,50,43,8,1,4.81,5.0,4.91,4.88,4.95,4.88,4.904999999999999,Excelente (>4.8)
within an hour,True,True,Palacio,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,104.0,2,300,2.6,300.0,1,11,15,93,26,1,4.92,4.94,4.98,4.98,5.0,4.92,4.956666666666667,Excelente (>4.8)
within an hour,True,True,Embajadores,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,101.0,20,40,14.2,40.0,5,19,49,44,11,0,4.73,4.86,4.89,4.86,4.95,4.68,4.828333333333333,Excelente (>4.8)
within an hour,True,True,Embajadores,Entire rental unit,Entire home/apt,8,2.0,3.0,4.0,225.0,5,18,5.3,18.0,0,1,1,82,0,0,4.91,4.99,4.96,4.89,4.9,4.84,4.915,Excelente (>4.8)
within an hour,True,True,Sol,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,94.0,2,1125,2.0,1125.0,0,1,18,207,54,3,4.66,4.58,4.8,4.83,4.82,4.5,4.698333333333333,Alta (4.5–4.8]
within a day,True,True,Gaztambide,Private room in rental unit,Private room,2,1.0,1.0,1.0,86.0,1,1125,1.0,1125.0,24,54,84,151,8,0,4.58,4.48,4.77,4.88,4.7,4.5,4.651666666666666,Alta (4.5–4.8]
within a day,True,True,San Andrés,Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,87.0,5,1125,5.0,1125.0,11,25,55,55,12,1,4.96,4.85,4.91,4.96,4.78,4.85,4.885000000000001,Excelente (>4.8)
a few days or more,True,True,Cortes,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,49.0,30,120,30.0,120.0,7,7,22,12,3,0,4.58,4.75,4.92,4.92,4.92,4.33,4.736666666666667,Alta (4.5–4.8]
within a few hours,True,False,Justicia,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,93.0,90,365,90.0,365.0,0,0,6,8,1,0,4.88,4.63,4.75,4.75,4.88,4.5,4.7316666666666665,Alta (4.5–4.8]
within a day,True,True,Sol,Entire rental unit,Entire home/apt,5,1.0,2.0,2.0,147.0,2,90,2.0,90.0,6,17,31,352,46,1,4.63,4.79,4.64,4.75,4.69,4.54,4.673333333333333,Alta (4.5–4.8]
within an hour,True,True,Embajadores,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,80.0,32,200,32.0,200.0,0,0,0,2,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Excelente (>4.8)
within a day,True,True,Sol,Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,128.0,2,90,2.0,90.0,0,16,33,297,15,0,4.74,4.83,4.73,4.78,4.75,4.63,4.743333333333333,Alta (4.5–4.8]
a few days or more,True,True,Palos de Moguer,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,130.0,3,600,3.1,600.0,19,46,76,48,0,0,4.81,4.56,4.9,4.9,4.83,4.58,4.763333333333333,Alta (4.5–4.8]
within a day,True,True,Delicias,Private room in condo,Private room,2,1.0,1.0,1.0,50.0,3,14,3.0,14.0,2,4,23,498,42,0,4.85,4.82,4.93,4.93,4.86,4.85,4.873333333333334,Excelente (>4.8)
within a day,True,True,Delicias,Private room in condo,Private room,2,1.0,1.0,2.0,52.0,3,14,3.0,14.0,2,11,31,492,48,1,4.84,4.84,4.94,4.95,4.83,4.85,4.875,Excelente (>4.8)
within an hour,True,True,Palacio,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,93.0,2,30,2.0,30.0,0,8,22,500,62,4,4.81,4.85,4.83,4.84,4.88,4.73,4.823333333333333,Excelente (>4.8)
within a day,True,True,Sol,Entire rental unit,Entire home/apt,5,1.0,2.0,3.0,159.0,2,90,2.0,90.0,3,10,20,340,46,4,4.61,4.67,4.56,4.71,4.86,4.54,4.658333333333333,Alta (4.5–4.8]
within an hour,True,True,Palacio,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,82.0,2,120,2.0,1125.0,0,1,12,447,70,2,4.78,4.8,4.83,4.85,4.87,4.66,4.798333333333333,Alta (4.5–4.8]
within a few hours,True,True,Almagro,Entire rental unit,Entire home/apt,5,1.0,2.0,3.0,102.0,2,27,2.0,27.0,2,2,6,78,8,0,4.69,4.74,4.78,4.76,4.85,4.51,4.721666666666667,Alta (4.5–4.8]
within an hour,True,True,Cortes,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,121.0,4,1125,4.0,1113.6,0,3,19,531,47,3,4.74,4.71,4.77,4.8,4.91,4.65,4.763333333333333,Alta (4.5–4.8]
within an hour,True,True,Embajadores,Entire rental unit,Entire home/apt,4,1.0,1.0,4.0,103.0,3,45,2.3,1125.0,6,30,60,157,37,1,4.59,4.57,4.88,4.96,4.97,4.52,4.748333333333333,Alta (4.5–4.8]
within an hour,True,True,Palacio,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,111.0,1,1125,2.2,1125.0,0,12,29,614,53,3,4.91,4.9,4.96,4.95,4.99,4.83,4.923333333333333,Excelente (>4.8)
within an hour,True,True,Embajadores,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,98.0,5,1125,5.0,1125.0,3,19,19,339,27,1,4.59,4.56,4.88,4.9,4.89,4.43,4.708333333333333,Alta (4.5–4.8]
within an hour,True,True,Nueva España,Entire condo,Entire home/apt,2,1.0,1.0,1.0,94.0,1,90,1.0,90.0,6,18,44,66,28,0,4.79,4.7,4.88,4.8,4.8,4.45,4.736666666666667,Alta (4.5–4.8]
within a few hours,True,True,Almagro,Private room in rental unit,Private room,1,1.0,1.0,1.0,55.0,1,6,1.0,6.0,8,20,50,74,2,0,4.86,4.91,4.92,4.93,4.89,4.7,4.868333333333333,Excelente (>4.8)
within a day,True,True,Embajadores,Entire loft,Entire home/apt,4,1.0,1.0,2.0,88.0,2,1125,2.0,1125.0,0,0,0,100,18,0,4.66,4.42,4.6,4.61,4.65,4.52,4.576666666666666,Alta (4.5–4.8]
within an hour,True,True,Universidad,Entire rental unit,Entire home/apt,6,1.0,2.0,3.0,208.0,2,1124,3.2,118.7,2,18,48,388,5,0,4.82,4.73,4.74,4.89,4.85,4.7,4.788333333333333,Alta (4.5–4.8]
within a day,True,True,El Viso,Private room in home,Private room,2,1.0,1.0,2.0,43.0,31,1125,30.4,1125.0,2,10,24,30,2,0,4.93,4.87,4.9,4.97,4.86,4.9,4.905,Excelente (>4.8)
within an hour,True,True,Palacio,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,97.0,28,1125,27.3,1125.0,8,10,40,243,4,0,4.82,4.84,4.89,4.95,4.97,4.8,4.878333333333333,Excelente (>4.8)
within a few hours,True,True,Palacio,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,114.0,6,150,5.8,150.0,1,22,31,188,34,4,4.77,4.72,4.88,4.88,4.94,4.61,4.8,Alta (4.5–4.8]
within a few hours,True,True,Rios Rosas,Entire rental unit,Entire home/apt,7,2.0,3.0,6.0,224.0,4,90,4.0,90.0,8,17,47,143,17,0,4.82,4.52,4.85,4.77,4.83,4.58,4.728333333333333,Alta (4.5–4.8]
within a few hours,True,True,Palacio,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,180.0,3,120,2.9,120.0,7,24,31,178,41,5,4.85,4.68,4.93,4.88,4.92,4.69,4.825,Excelente (>4.8)
within a day,True,True,Palos de Moguer,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,100.0,30,730,2.0,730.0,13,43,73,59,2,0,4.75,4.32,4.86,4.91,4.91,4.47,4.703333333333333,Alta (4.5–4.8]
within an hour,True,True,Valverde,Entire bungalow,Entire home/apt,2,1.0,1.0,1.0,88.0,4,15,4.0,15.0,14,34,59,312,19,2,4.87,4.88,4.94,4.93,4.81,4.84,4.878333333333333,Excelente (>4.8)
within an hour,True,True,Goya,Entire rental unit,Entire home/apt,6,2.0,3.0,5.0,152.0,31,300,31.0,300.0,0,9,39,49,5,0,4.73,4.61,4.96,4.92,4.88,4.73,4.805,Excelente (>4.8)
within a few hours,True,True,Goya,Private room in rental unit,Private room,1,1.0,1.0,1.0,15.0,30,1125,30.0,1125.0,0,0,3,21,1,0,4.86,4.71,4.76,4.9,5.0,4.86,4.848333333333334,Excelente (>4.8)
within an hour,True,True,Palacio,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,94.0,2,60,2.0,1125.0,0,3,20,473,58,4,4.64,4.68,4.69,4.75,4.82,4.56,4.69,Alta (4.5–4.8]
a few days or more,True,True,Ventas,Entire rental unit,Entire home/apt,6,1.0,3.0,3.0,69.0,300,300,300.0,300.0,30,60,90,48,0,0,4.75,4.48,4.9,4.94,4.58,4.56,4.701666666666666,Alta (4.5–4.8]
within a day,True,True,Justicia,Entire rental unit,Entire home/apt,3,0.0,1.0,1.0,113.0,3,300,3.0,300.0,18,48,78,22,0,0,4.45,4.55,4.91,4.86,4.91,4.23,4.651666666666666,Alta (4.5–4.8]
within an hour,True,False,Casco Histórico de Vallecas,Private room in rental unit,Private room,2,1.0,1.0,2.0,45.0,2,1125,2.0,1125.0,21,51,81,99,13,0,4.82,4.86,4.89,4.91,4.6,4.72,4.8,Alta (4.5–4.8]
within an hour,True,True,Embajadores,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,64.0,5,1125,5.0,1125.0,8,27,27,247,21,1,4.7,4.62,4.89,4.96,4.98,4.5,4.775,Alta (4.5–4.8]
within an hour,True,True,Lista,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,108.0,5,1125,5.0,1125.0,0,0,0,109,10,0,4.55,4.51,4.67,4.63,4.84,4.4,4.6000000000000005,Alta (4.5–4.8]
within a day,True,True,Gaztambide,Entire rental unit,Entire home/apt,4,2.0,2.0,3.0,183.0,1,1,1.0,1.0,30,60,90,35,0,0,4.74,4.54,4.71,4.89,4.76,4.53,4.695,Alta (4.5–4.8]
within a few hours,True,True,Ibiza,Private room in rental unit,Private room,2,1.0,1.0,1.0,60.0,2,30,2.0,30.0,5,19,45,257,38,1,4.82,4.87,4.88,4.89,4.91,4.77,4.8566666666666665,Excelente (>4.8)
within a few hours,True,True,Palacio,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,114.0,3,45,3.0,45.0,1,18,32,187,26,1,4.74,4.68,4.88,4.85,4.96,4.63,4.79,Alta (4.5–4.8]
within a few hours,True,True,Palacio,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,268.0,4,120,3.9,120.0,8,38,55,205,21,6,4.68,4.66,4.8,4.79,4.94,4.52,4.7316666666666665,Alta (4.5–4.8]
within an hour,True,True,Palacio,Private room in rental unit,Private room,4,1.0,1.0,2.0,152.0,1,360,2.3,360.0,30,60,90,213,2,0,4.64,4.67,4.84,4.77,4.97,4.69,4.763333333333333,Alta (4.5–4.8]
within a few hours,True,True,Cortes,Entire condo,Entire home/apt,5,1.0,2.0,4.0,236.0,7,1125,6.6,1125.0,17,46,76,87,11,1,4.66,4.82,4.84,4.72,4.9,4.68,4.77,Alta (4.5–4.8]
within an hour,True,True,Prosperidad,Private room in rental unit,Private room,1,1.5,2.0,1.0,46.0,15,60,15.0,1125.0,2,2,2,64,9,0,4.95,4.94,5.0,4.95,4.86,4.92,4.9366666666666665,Excelente (>4.8)
within an hour,True,True,Embajadores,Entire rental unit,Entire home/apt,3,1.0,0.0,2.0,102.0,1,90,2.6,1125.0,4,20,22,444,51,4,4.78,4.78,4.85,4.83,4.92,4.69,4.8083333333333345,Excelente (>4.8)
within a few hours,True,True,Moscardó,Private room in rental unit,Private room,1,2.0,1.0,1.0,26.0,28,1125,28.0,1125.0,0,0,0,21,0,0,4.95,4.9,4.95,5.0,4.76,4.95,4.918333333333334,Excelente (>4.8)
within an hour,True,False,Sol,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,125.0,1,365,4.3,999.0,5,26,56,536,38,1,4.75,4.83,4.8,4.88,4.92,4.68,4.81,Excelente (>4.8)
within an hour,True,True,Sol,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,120.0,3,1125,3.0,1125.0,4,13,27,341,40,2,4.81,4.83,4.86,4.89,4.91,4.69,4.831666666666667,Excelente (>4.8)
within an hour,True,True,Universidad,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,199.0,1,1125,1.5,1125.0,23,44,71,327,6,1,4.4,4.49,4.49,4.62,4.86,4.3,4.526666666666666,Alta (4.5–4.8]
within a few hours,True,True,Cortes,Entire rental unit,Entire home/apt,4,1.0,1.0,3.0,119.0,7,1125,6.2,1125.0,11,41,71,50,4,0,4.8,4.72,4.78,4.72,4.78,4.58,4.73,Alta (4.5–4.8]
within an hour,True,True,Palacio,Private room in rental unit,Private room,6,1.0,1.0,1.0,78.0,4,360,4.0,360.0,4,5,5,196,3,0,4.52,4.59,4.71,4.75,4.9,4.53,4.666666666666667,Alta (4.5–4.8]
within an hour,True,True,Fontarrón,Entire rental unit,Entire home/apt,6,2.0,3.0,3.0,167.0,3,1125,3.0,1125.0,8,24,51,196,27,0,4.92,4.89,4.9,4.92,4.64,4.77,4.84,Excelente (>4.8)
within an hour,True,True,Cortes,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,196.0,2,30,3.0,30.0,2,2,2,307,11,0,4.94,4.81,4.94,4.96,5.0,4.82,4.911666666666667,Excelente (>4.8)
within an hour,False,True,Palacio,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,60.0,3,1125,3.0,1125.0,3,11,37,319,48,1,4.65,4.84,4.82,4.85,4.9,4.6,4.776666666666667,Alta (4.5–4.8]
within an hour,True,True,Embajadores,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,115.0,3,60,3.0,60.0,6,18,32,204,12,0,4.85,4.9,4.87,4.99,4.91,4.74,4.876666666666666,Excelente (>4.8)
within an hour,True,True,Sol,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,144.0,1,1125,1.1,1125.0,10,40,70,690,73,9,4.68,4.6,4.81,4.86,4.9,4.6,4.741666666666667,Alta (4.5–4.8]
within a few hours,True,True,Universidad,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,68.0,2,360,30.0,360.0,0,0,0,410,11,0,4.78,4.73,4.83,4.84,4.89,4.6,4.778333333333333,Alta (4.5–4.8]
within an hour,True,True,Palos de Moguer,Entire home,Entire home/apt,6,1.0,2.0,4.0,155.0,2,20,2.0,1125.0,12,37,58,76,17,0,4.41,4.55,4.72,4.82,4.64,4.17,4.551666666666667,Alta (4.5–4.8]
within an hour,True,True,Sol,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,270.0,2,15,2.0,15.0,7,16,25,125,16,0,4.98,5.0,5.0,5.0,4.99,4.96,4.988333333333333,Excelente (>4.8)
within an hour,True,True,Palacio,Private room in rental unit,Private room,4,1.0,1.0,2.0,133.0,3,360,1.6,360.0,18,48,77,229,33,3,4.68,4.7,4.76,4.79,4.94,4.66,4.755,Alta (4.5–4.8]
within a few hours,True,True,Recoletos,Entire rental unit,Entire home/apt,2,1.5,1.0,1.0,127.0,1,365,50.3,999.0,0,6,36,32,2,0,4.72,4.78,4.91,4.75,5.0,4.53,4.781666666666667,Alta (4.5–4.8]
within a few hours,True,True,Cármenes,Private room in rental unit,Private room,1,1.5,1.0,1.0,38.0,10,65,9.9,65.0,2,16,45,73,14,2,4.88,4.9,4.89,4.9,4.85,4.84,4.876666666666667,Excelente (>4.8)
within a few hours,True,False,Universidad,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,209.0,32,366,26.9,366.0,10,30,51,270,14,2,4.85,4.91,4.83,4.91,4.95,4.82,4.878333333333333,Excelente (>4.8)
within an hour,True,True,Palacio,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,225.0,1,1125,3.7,1125.0,3,10,27,179,11,0,4.84,4.76,4.8,4.82,4.88,4.75,4.808333333333333,Excelente (>4.8)
a few days or more,True,True,Embajadores,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,77.0,2,1125,2.0,1125.0,0,2,2,66,0,0,4.75,4.43,4.8,4.84,4.55,4.61,4.663333333333333,Alta (4.5–4.8]
within an hour,True,True,Palacio,Entire rental unit,Entire home/apt,5,1.0,3.0,4.0,166.0,1,181,1.0,1125.0,18,41,67,149,17,0,4.8,4.9,4.84,4.86,4.92,4.69,4.835,Excelente (>4.8)
within a day,True,False,Trafalgar,Private room in rental unit,Private room,13,3.0,7.0,2.0,34.0,3,365,3.2,365.0,0,0,0,2,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Excelente (>4.8)
within a few hours,True,True,Embajadores,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,500.0,5,15,5.0,15.0,1,1,1,223,13,0,4.87,4.87,4.89,4.96,4.91,4.78,4.88,Excelente (>4.8)
within a day,True,True,Justicia,Private room in rental unit,Private room,4,1.5,1.0,2.0,1286.0,1,1125,1.0,1125.0,30,60,90,220,0,0,4.6,4.51,4.77,4.8,4.87,4.57,4.6866666666666665,Alta (4.5–4.8]
within an hour,True,True,Embajadores,Private room in loft,Private room,1,1.0,1.0,1.0,76.0,6,90,7.0,90.0,6,19,36,207,10,0,4.99,4.97,4.98,4.99,4.95,4.96,4.973333333333334,Excelente (>4.8)
within an hour,True,True,Cortes,Entire rental unit,Entire home/apt,6,2.0,2.0,4.0,230.0,4,1125,3.9,1086.3,0,8,26,632,51,4,4.76,4.75,4.74,4.81,4.93,4.71,4.783333333333333,Alta (4.5–4.8]
within an hour,True,True,Universidad,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,73.0,28,360,28.0,1125.0,0,11,41,23,3,0,4.48,4.39,4.65,4.61,4.91,4.09,4.521666666666667,Alta (4.5–4.8]
within a day,True,True,Berruguete,Entire condo,Entire home/apt,2,1.0,1.0,1.0,67.0,60,360,60.0,360.0,0,0,29,19,1,0,4.83,4.26,5.0,4.89,4.61,4.61,4.7,Alta (4.5–4.8]
within an hour,True,True,Sol,Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,88.0,32,730,31.9,1125.0,0,24,49,91,5,0,4.74,4.48,4.83,4.9,4.84,4.6,4.7316666666666665,Alta (4.5–4.8]
within an hour,True,True,Sol,Entire rental unit,Entire home/apt,3,1.0,1.0,3.0,165.0,2,90,2.0,30.0,4,19,35,66,27,0,4.61,4.64,4.68,4.79,4.91,4.61,4.706666666666666,Alta (4.5–4.8]
within an hour,True,True,Sol,Entire rental unit,Entire home/apt,3,1.0,0.0,2.0,206.0,2,90,2.0,30.0,3,18,34,51,22,0,4.39,4.55,4.45,4.71,4.8,4.16,4.510000000000001,Alta (4.5–4.8]
within an hour,True,True,Sol,Entire rental unit,Entire home/apt,4,1.0,1.0,4.0,198.0,2,90,2.0,30.0,17,35,63,71,28,0,4.69,4.73,4.65,4.79,4.93,4.65,4.740000000000001,Alta (4.5–4.8]
within an hour,True,True,Sol,Entire rental unit,Entire home/apt,4,1.0,1.0,4.0,246.0,2,90,2.0,30.0,9,28,46,48,20,0,4.69,4.71,4.71,4.83,4.9,4.56,4.7333333333333325,Alta (4.5–4.8]
within an hour,True,True,Sol,Entire rental unit,Entire home/apt,4,1.0,1.0,4.0,225.0,2,90,2.0,30.0,5,30,55,50,18,0,4.4,4.5,4.46,4.64,4.8,4.3,4.516666666666667,Alta (4.5–4.8]
within an hour,True,True,Sol,Entire serviced apartment,Entire home/apt,7,2.0,3.0,7.0,524.0,3,90,2.0,30.0,25,41,64,76,23,1,4.63,4.61,4.63,4.78,4.7,4.47,4.636666666666667,Alta (4.5–4.8]
a few days or more,True,True,Universidad,Entire rental unit,Entire home/apt,6,1.0,2.0,6.0,325.0,4,1125,4.0,1125.0,6,24,50,19,0,0,4.5,4.61,4.39,4.56,4.94,4.67,4.611666666666667,Alta (4.5–4.8]
a few days or more,True,True,Universidad,Entire rental unit,Entire home/apt,6,1.0,2.0,5.0,179.0,4,200,4.0,200.0,12,34,55,7,0,0,4.29,4.29,4.86,4.57,5.0,4.43,4.573333333333333,Alta (4.5–4.8]
within an hour,True,True,Sol,Entire rental unit,Entire home/apt,6,1.0,2.0,6.0,264.0,2,90,2.0,30.0,10,25,48,67,24,0,4.54,4.64,4.58,4.72,4.84,4.3,4.6033333333333335,Alta (4.5–4.8]
within an hour,True,True,Trafalgar,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,70.0,30,365,29.0,1125.0,6,9,33,13,1,0,3.69,4.31,4.38,4.38,4.69,3.77,4.203333333333333,Media (4.0–4.5]
within a day,True,True,Canillas,Entire rental unit,Entire home/apt,5,2.0,3.0,5.0,134.0,365,710,365.0,1125.0,30,60,90,30,1,0,4.83,4.77,4.8,4.93,4.63,4.7,4.776666666666666,Alta (4.5–4.8]
within an hour,True,True,Sol,Entire serviced apartment,Entire home/apt,4,1.0,2.0,2.0,213.0,3,1000,3.0,1125.0,4,16,34,443,39,1,4.89,4.91,4.79,4.85,4.95,4.82,4.868333333333333,Excelente (>4.8)
a few days or more,True,True,Comillas,Entire home,Entire home/apt,4,1.0,2.0,3.0,40.0,21,1125,21.0,1125.0,1,2,2,53,0,0,4.87,4.43,4.83,4.96,4.38,4.68,4.691666666666666,Alta (4.5–4.8]
within an hour,True,True,Castilla,Private room in rental unit,Private room,1,1.0,1.0,1.0,55.0,1,3,1.0,3.0,0,0,18,427,40,3,4.95,4.96,4.92,4.97,4.85,4.9,4.925,Excelente (>4.8)
within an hour,True,True,Palacio,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,195.0,4,330,4.0,1125.0,3,9,16,162,23,1,4.99,4.97,4.96,4.99,4.98,4.92,4.968333333333334,Excelente (>4.8)
within an hour,True,False,Palacio,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,129.0,7,36,5.0,330.0,1,12,24,26,0,0,4.77,4.81,4.69,4.77,4.92,4.46,4.736666666666667,Alta (4.5–4.8]
within an hour,True,True,Embajadores,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,110.0,1,365,18.1,999.0,5,11,41,376,42,3,4.74,4.71,4.87,4.91,4.78,4.61,4.7700000000000005,Alta (4.5–4.8]
